id,rating
5788,1.0
5789,1.0
5790,0.0
5791,1.0
5792,1.0
5793,0.0
5794,1.0
5795,0.0
5796,1.0
5797,1.0
5798,1.0
5799,0.0
5800,1.0
5801,1.0
5802,0.0
5803,1.0
5804,1.0
5805,1.0
5806,1.0
5807,1.0
5808,1.0
5809,1.0
5810,1.0
5811,1.0
5812,1.0
5813,0.0
5814,1.0
5815,0.0
5816,1.0
5817,1.0
5818,1.0
5819,1.0
5820,1.0
5821,1.0
5822,0.0
5823,1.0
5824,1.0
5825,1.0
5826,1.0
5827,1.0
5828,1.0
5829,1.0
5830,0.0
5831,1.0
5832,1.0
5833,1.0
5834,1.0
5835,1.0
5836,1.0
5837,1.0
5838,1.0
5839,1.0
5840,1.0
5841,0.0
5842,1.0
5843,1.0
5844,1.0
5845,1.0
5846,0.0
5847,1.0
5848,0.0
5849,1.0
5850,1.0
5851,1.0
5852,0.0
5853,0.0
5854,1.0
5855,0.0
5856,1.0
5857,1.0
5858,0.0
5859,0.0
5860,0.0
5861,1.0
5862,1.0
5863,1.0
5864,1.0
5865,1.0
5866,1.0
5867,1.0
5868,1.0
5869,1.0
5870,1.0
5871,0.0
5872,1.0
5873,0.0
5874,1.0
5875,0.0
5876,1.0
5877,0.0
5878,1.0
5879,1.0
5880,0.0
5881,0.0
5882,0.0
5883,1.0
5884,0.0
5885,1.0
5886,0.0
5887,1.0
5888,0.0
5889,0.0
5890,1.0
5891,0.0
5892,1.0
5893,1.0
5894,1.0
5895,1.0
5896,1.0
5897,1.0
5898,1.0
5899,0.0
5900,1.0
5901,1.0
5902,1.0
5903,0.0
5904,1.0
5905,1.0
5906,1.0
5907,0.0
5908,1.0
5909,1.0
5910,1.0
5911,0.0
5912,1.0
5913,1.0
5914,1.0
5915,1.0
5916,1.0
5917,1.0
5918,1.0
5919,1.0
5920,1.0
5921,1.0
5922,0.0
5923,1.0
5924,1.0
5925,1.0
5926,0.0
5927,1.0
5928,1.0
5929,1.0
5930,0.0
5931,1.0
5932,1.0
5933,0.0
5934,1.0
5935,1.0
5936,0.0
5937,1.0
5938,1.0
5939,1.0
5940,0.0
5941,1.0
5942,0.0
5943,0.0
5944,0.0
5945,1.0
5946,0.0
5947,0.0
5948,1.0
5949,1.0
5950,1.0
5951,1.0
5952,1.0
5953,1.0
5954,1.0
5955,1.0
5956,1.0
5957,1.0
5958,1.0
5959,1.0
5960,1.0
5961,1.0
5962,1.0
5963,1.0
5964,0.0
5965,0.0
5966,0.0
5967,1.0
5968,0.0
5969,1.0
5970,1.0
5971,1.0
5972,0.0
5973,1.0
5974,1.0
5975,1.0
5976,0.0
5977,1.0
5978,0.0
5979,0.0
5980,0.0
5981,1.0
5982,1.0
5983,1.0
5984,1.0
5985,1.0
5986,1.0
5987,1.0
5988,1.0
5989,0.0
5990,1.0
5991,0.0
5992,1.0
5993,1.0
5994,1.0
5995,0.0
5996,1.0
5997,1.0
5998,0.0
5999,0.0
6000,1.0
6001,1.0
6002,1.0
6003,1.0
6004,1.0
6005,1.0
6006,1.0
6007,1.0
6008,1.0
6009,1.0
6010,0.0
6011,1.0
6012,1.0
6013,1.0
6014,1.0
6015,0.0
6016,0.0
6017,1.0
6018,1.0
6019,0.0
6020,1.0
6021,1.0
6022,0.0
6023,1.0
6024,1.0
6025,1.0
6026,0.0
6027,1.0
6028,1.0
6029,1.0
6030,1.0
6031,0.0
6032,1.0
6033,1.0
6034,1.0
6035,0.0
6036,0.0
6037,1.0
6038,1.0
6039,1.0
6040,1.0
6041,1.0
6042,1.0
6043,1.0
6044,1.0
6045,1.0
6046,0.0
6047,1.0
6048,0.0
6049,1.0
6050,0.0
6051,1.0
6052,1.0
6053,0.0
6054,1.0
6055,1.0
6056,0.0
6057,1.0
6058,1.0
6059,1.0
6060,0.0
6061,1.0
6062,1.0
6063,1.0
6064,1.0
6065,1.0
6066,1.0
6067,1.0
6068,1.0
6069,1.0
6070,0.0
6071,1.0
6072,0.0
6073,1.0
6074,0.0
6075,1.0
6076,1.0
6077,1.0
6078,1.0
6079,1.0
6080,1.0
6081,1.0
6082,1.0
6083,0.0
6084,1.0
6085,1.0
6086,1.0
6087,0.0
6088,1.0
6089,0.0
6090,1.0
6091,1.0
6092,1.0
6093,1.0
6094,1.0
6095,1.0
6096,1.0
6097,1.0
6098,1.0
6099,1.0
6100,1.0
6101,1.0
6102,1.0
6103,1.0
6104,1.0
6105,1.0
6106,1.0
6107,1.0
6108,1.0
6109,0.0
6110,0.0
6111,1.0
6112,1.0
6113,1.0
6114,0.0
6115,1.0
6116,1.0
6117,1.0
6118,0.0
6119,1.0
6120,1.0
6121,1.0
6122,0.0
6123,1.0
6124,1.0
6125,1.0
6126,1.0
6127,1.0
6128,1.0
6129,0.0
6130,1.0
6131,1.0
6132,1.0
6133,1.0
6134,1.0
6135,1.0
6136,1.0
6137,1.0
6138,1.0
6139,0.0
6140,0.0
6141,1.0
6142,1.0
6143,1.0
6144,1.0
6145,1.0
6146,1.0
6147,0.0
6148,0.0
6149,0.0
6150,1.0
6151,1.0
6152,1.0
6153,1.0
6154,0.0
6155,1.0
6156,1.0
6157,1.0
6158,1.0
6159,0.0
6160,1.0
6161,1.0
6162,1.0
6163,0.0
6164,1.0
6165,1.0
6166,0.0
6167,1.0
6168,1.0
6169,1.0
6170,1.0
6171,1.0
6172,0.0
6173,1.0
6174,1.0
6175,1.0
6176,0.0
6177,0.0
6178,0.0
6179,0.0
6180,1.0
6181,1.0
6182,1.0
6183,1.0
6184,0.0
6185,1.0
6186,0.0
6187,1.0
6188,0.0
6189,1.0
6190,1.0
6191,1.0
6192,1.0
6193,1.0
6194,1.0
6195,1.0
6196,0.0
6197,1.0
6198,0.0
6199,1.0
6200,1.0
6201,0.0
6202,1.0
6203,1.0
6204,1.0
6205,1.0
6206,1.0
6207,0.0
6208,1.0
6209,1.0
6210,1.0
6211,1.0
6212,1.0
6213,1.0
6214,1.0
6215,0.0
6216,1.0
6217,1.0
6218,0.0
6219,1.0
6220,0.0
6221,1.0
6222,0.0
6223,0.0
6224,1.0
6225,0.0
6226,1.0
6227,1.0
6228,0.0
6229,1.0
6230,1.0
6231,0.0
6232,1.0
6233,0.0
6234,1.0
6235,1.0
6236,1.0
6237,1.0
6238,1.0
6239,1.0
6240,1.0
6241,0.0
6242,0.0
6243,1.0
6244,1.0
6245,1.0
6246,0.0
6247,1.0
6248,0.0
6249,1.0
6250,0.0
6251,1.0
6252,1.0
6253,1.0
6254,1.0
6255,1.0
6256,1.0
6257,1.0
6258,1.0
6259,1.0
6260,1.0
6261,0.0
6262,1.0
6263,1.0
6264,1.0
6265,1.0
6266,0.0
6267,1.0
6268,1.0
6269,1.0
6270,1.0
6271,1.0
6272,1.0
6273,1.0
6274,0.0
6275,1.0
6276,1.0
6277,0.0
6278,1.0
6279,1.0
6280,1.0
6281,0.0
6282,1.0
6283,1.0
6284,0.0
6285,1.0
6286,0.0
6287,1.0
6288,1.0
6289,1.0
6290,1.0
6291,1.0
6292,1.0
6293,1.0
6294,1.0
6295,1.0
6296,1.0
6297,1.0
6298,0.0
6299,0.0
6300,1.0
6301,1.0
6302,1.0
6303,0.0
6304,1.0
6305,0.0
6306,1.0
6307,1.0
6308,1.0
6309,1.0
6310,1.0
6311,1.0
6312,1.0
6313,0.0
6314,1.0
6315,1.0
6316,1.0
6317,1.0
6318,1.0
6319,0.0
6320,1.0
6321,1.0
6322,1.0
6323,1.0
6324,1.0
6325,0.0
6326,1.0
6327,1.0
6328,1.0
6329,1.0
6330,1.0
6331,1.0
6332,1.0
6333,1.0
6334,1.0
6335,1.0
6336,0.0
6337,1.0
6338,0.0
6339,1.0
6340,1.0
6341,1.0
6342,1.0
6343,1.0
6344,1.0
6345,0.0
6346,1.0
6347,1.0
6348,1.0
6349,1.0
6350,1.0
6351,1.0
6352,1.0
6353,1.0
6354,1.0
6355,0.0
6356,1.0
6357,0.0
6358,1.0
6359,1.0
6360,1.0
6361,1.0
6362,1.0
6363,1.0
6364,1.0
6365,1.0
6366,1.0
6367,1.0
6368,1.0
6369,1.0
6370,0.0
6371,1.0
6372,1.0
6373,1.0
6374,1.0
6375,1.0
6376,1.0
6377,0.0
6378,1.0
6379,1.0
6380,0.0
6381,1.0
6382,1.0
6383,1.0
6384,1.0
6385,1.0
6386,1.0
6387,1.0
6388,0.0
6389,1.0
6390,1.0
6391,0.0
6392,1.0
6393,1.0
6394,0.0
6395,1.0
6396,1.0
6397,0.0
6398,1.0
6399,1.0
6400,1.0
6401,1.0
6402,1.0
6403,0.0
6404,1.0
6405,1.0
6406,1.0
6407,0.0
6408,0.0
6409,1.0
6410,1.0
6411,1.0
6412,1.0
6413,0.0
6414,1.0
6415,1.0
6416,1.0
6417,1.0
6418,1.0
6419,1.0
6420,1.0
6421,1.0
6422,1.0
6423,0.0
6424,1.0
6425,0.0
6426,1.0
6427,1.0
6428,0.0
6429,1.0
6430,1.0
6431,1.0
6432,1.0
6433,1.0
6434,1.0
6435,1.0
6436,1.0
6437,1.0
6438,0.0
6439,1.0
6440,1.0
6441,1.0
6442,0.0
6443,1.0
6444,0.0
6445,1.0
6446,0.0
6447,0.0
6448,0.0
6449,0.0
6450,1.0
6451,1.0
6452,1.0
6453,1.0
6454,1.0
6455,1.0
6456,0.0
6457,1.0
6458,1.0
6459,1.0
6460,0.0
6461,0.0
6462,1.0
6463,1.0
6464,1.0
6465,0.0
6466,1.0
6467,0.0
6468,1.0
6469,1.0
6470,0.0
6471,1.0
6472,1.0
6473,1.0
6474,1.0
6475,0.0
6476,1.0
6477,1.0
6478,1.0
6479,1.0
6480,0.0
6481,1.0
6482,1.0
6483,0.0
6484,1.0
6485,1.0
6486,0.0
6487,1.0
6488,1.0
6489,0.0
6490,1.0
6491,1.0
6492,1.0
6493,1.0
6494,1.0
6495,0.0
6496,1.0
6497,1.0
6498,0.0
6499,0.0
6500,0.0
6501,1.0
6502,1.0
6503,0.0
6504,1.0
6505,1.0
6506,1.0
6507,0.0
6508,1.0
6509,0.0
6510,1.0
6511,1.0
6512,0.0
6513,1.0
6514,1.0
6515,1.0
6516,0.0
6517,1.0
6518,1.0
6519,1.0
6520,1.0
6521,1.0
6522,1.0
6523,1.0
6524,1.0
6525,1.0
6526,0.0
6527,0.0
6528,0.0
6529,1.0
6530,1.0
6531,1.0
6532,1.0
6533,0.0
6534,1.0
6535,1.0
6536,1.0
6537,1.0
6538,0.0
6539,1.0
6540,1.0
6541,0.0
6542,1.0
6543,1.0
6544,1.0
6545,1.0
6546,1.0
6547,1.0
6548,1.0
6549,1.0
6550,1.0
6551,1.0
6552,0.0
6553,1.0
6554,1.0
6555,1.0
6556,1.0
6557,1.0
6558,1.0
6559,1.0
6560,0.0
6561,1.0
6562,1.0
6563,1.0
6564,0.0
6565,1.0
6566,0.0
6567,1.0
6568,1.0
6569,1.0
6570,1.0
6571,1.0
6572,0.0
6573,1.0
6574,1.0
6575,1.0
6576,0.0
6577,0.0
6578,0.0
6579,1.0
6580,1.0
6581,1.0
6582,1.0
6583,1.0
6584,1.0
6585,1.0
6586,0.0
6587,0.0
6588,1.0
6589,1.0
6590,1.0
6591,1.0
6592,0.0
6593,1.0
6594,1.0
6595,1.0
6596,1.0
6597,1.0
6598,0.0
6599,1.0
6600,1.0
6601,1.0
6602,1.0
6603,1.0
6604,1.0
6605,1.0
6606,1.0
6607,1.0
6608,0.0
6609,1.0
6610,1.0
6611,1.0
6612,0.0
6613,1.0
6614,1.0
6615,1.0
6616,1.0
6617,1.0
6618,1.0
6619,1.0
6620,1.0
6621,1.0
6622,0.0
6623,1.0
6624,0.0
6625,1.0
6626,1.0
6627,1.0
6628,1.0
6629,1.0
6630,1.0
6631,1.0
6632,0.0
6633,1.0
6634,1.0
6635,1.0
6636,1.0
6637,1.0
6638,1.0
6639,1.0
6640,0.0
6641,0.0
6642,1.0
6643,1.0
6644,1.0
6645,1.0
6646,1.0
6647,1.0
6648,1.0
6649,0.0
6650,1.0
6651,1.0
6652,0.0
6653,0.0
6654,0.0
6655,1.0
6656,0.0
6657,1.0
6658,0.0
6659,1.0
6660,1.0
6661,1.0
6662,1.0
6663,1.0
6664,0.0
6665,1.0
6666,1.0
6667,1.0
6668,1.0
6669,1.0
6670,1.0
6671,1.0
6672,1.0
6673,0.0
6674,1.0
6675,1.0
6676,1.0
6677,0.0
6678,1.0
6679,1.0
6680,0.0
6681,1.0
6682,0.0
6683,1.0
6684,1.0
6685,1.0
6686,0.0
6687,0.0
6688,0.0
6689,0.0
6690,0.0
6691,1.0
6692,0.0
6693,1.0
6694,1.0
6695,1.0
6696,0.0
6697,0.0
6698,1.0
6699,0.0
6700,1.0
6701,1.0
6702,0.0
6703,0.0
6704,0.0
6705,1.0
6706,0.0
6707,1.0
6708,0.0
6709,0.0
6710,1.0
6711,1.0
6712,1.0
6713,1.0
6714,0.0
6715,1.0
6716,1.0
6717,1.0
6718,1.0
6719,1.0
6720,0.0
6721,1.0
6722,1.0
6723,1.0
6724,1.0
6725,1.0
6726,0.0
6727,1.0
6728,0.0
6729,0.0
6730,1.0
6731,1.0
6732,1.0
6733,1.0
6734,0.0
6735,1.0
6736,1.0
6737,1.0
6738,1.0
6739,1.0
6740,0.0
6741,1.0
6742,0.0
6743,1.0
6744,1.0
6745,1.0
6746,0.0
6747,1.0
6748,0.0
6749,1.0
6750,1.0
6751,1.0
6752,1.0
6753,1.0
6754,0.0
6755,1.0
6756,1.0
6757,1.0
6758,1.0
6759,0.0
6760,0.0
6761,1.0
6762,1.0
6763,0.0
6764,1.0
6765,1.0
6766,1.0
6767,1.0
6768,1.0
6769,1.0
6770,1.0
6771,1.0
6772,1.0
6773,0.0
6774,1.0
6775,0.0
6776,0.0
6777,1.0
6778,1.0
6779,1.0
6780,1.0
6781,1.0
6782,1.0
6783,1.0
6784,1.0
6785,0.0
6786,0.0
6787,1.0
6788,1.0
6789,1.0
6790,1.0
6791,1.0
6792,1.0
6793,1.0
6794,1.0
6795,1.0
6796,1.0
6797,0.0
6798,0.0
6799,1.0
6800,1.0
6801,1.0
6802,1.0
6803,1.0
6804,1.0
6805,0.0
6806,1.0
6807,1.0
6808,1.0
6809,0.0
6810,1.0
6811,1.0
6812,1.0
6813,0.0
6814,0.0
6815,0.0
6816,1.0
6817,1.0
6818,1.0
6819,1.0
6820,0.0
6821,1.0
6822,1.0
6823,1.0
6824,0.0
6825,1.0
6826,1.0
6827,1.0
6828,1.0
6829,1.0
6830,1.0
6831,1.0
6832,1.0
6833,0.0
6834,1.0
6835,1.0
6836,1.0
6837,1.0
6838,0.0
6839,0.0
6840,1.0
6841,1.0
6842,0.0
6843,1.0
6844,1.0
6845,1.0
6846,0.0
6847,1.0
6848,1.0
6849,1.0
6850,1.0
6851,0.0
6852,1.0
6853,1.0
6854,1.0
6855,1.0
6856,1.0
6857,1.0
6858,1.0
6859,1.0
6860,0.0
6861,1.0
6862,1.0
6863,1.0
6864,1.0
6865,1.0
6866,1.0
6867,0.0
6868,1.0
6869,1.0
6870,1.0
6871,1.0
6872,1.0
6873,1.0
6874,1.0
6875,0.0
6876,1.0
6877,1.0
6878,1.0
6879,0.0
6880,0.0
6881,1.0
6882,0.0
6883,1.0
6884,0.0
6885,1.0
6886,1.0
6887,1.0
6888,1.0
6889,0.0
6890,0.0
6891,1.0
6892,1.0
6893,1.0
6894,1.0
6895,0.0
6896,1.0
6897,1.0
6898,1.0
6899,1.0
6900,1.0
6901,1.0
6902,1.0
6903,1.0
6904,1.0
6905,1.0
6906,1.0
6907,1.0
6908,1.0
6909,1.0
6910,0.0
6911,1.0
6912,1.0
6913,1.0
6914,1.0
6915,1.0
6916,1.0
6917,1.0
6918,1.0
6919,0.0
6920,1.0
6921,0.0
6922,0.0
6923,1.0
6924,1.0
6925,1.0
6926,1.0
6927,1.0
6928,0.0
6929,0.0
6930,1.0
6931,0.0
6932,1.0
6933,1.0
6934,0.0
6935,1.0
6936,1.0
6937,0.0
6938,1.0
6939,1.0
6940,1.0
6941,1.0
6942,0.0
6943,0.0
6944,1.0
6945,1.0
6946,1.0
6947,1.0
6948,1.0
6949,0.0
6950,1.0
6951,1.0
6952,1.0
6953,1.0
6954,1.0
6955,1.0
6956,1.0
6957,0.0
6958,0.0
6959,1.0
6960,1.0
6961,1.0
6962,0.0
6963,1.0
6964,1.0
6965,1.0
6966,1.0
6967,1.0
6968,1.0
6969,0.0
6970,1.0
6971,1.0
6972,1.0
6973,1.0
6974,1.0
6975,1.0
6976,1.0
6977,0.0
6978,1.0
6979,1.0
6980,1.0
6981,1.0
6982,1.0
6983,1.0
6984,0.0
6985,1.0
6986,1.0
6987,1.0
6988,1.0
6989,1.0
6990,1.0
6991,1.0
6992,1.0
6993,1.0
6994,1.0
6995,1.0
6996,0.0
6997,1.0
6998,1.0
6999,1.0
7000,1.0
7001,0.0
7002,1.0
7003,1.0
7004,0.0
7005,0.0
7006,0.0
7007,1.0
7008,1.0
7009,0.0
7010,1.0
7011,1.0
7012,1.0
7013,1.0
7014,0.0
7015,1.0
7016,1.0
7017,0.0
7018,1.0
7019,1.0
7020,1.0
7021,1.0
7022,1.0
7023,0.0
7024,1.0
7025,1.0
7026,1.0
7027,1.0
7028,1.0
7029,1.0
7030,1.0
7031,1.0
7032,1.0
7033,1.0
7034,1.0
7035,1.0
7036,1.0
7037,0.0
7038,1.0
7039,1.0
7040,0.0
7041,1.0
7042,1.0
7043,1.0
7044,1.0
7045,0.0
7046,0.0
7047,1.0
7048,1.0
7049,1.0
7050,1.0
7051,1.0
7052,0.0
7053,1.0
7054,1.0
7055,1.0
7056,1.0
7057,0.0
7058,1.0
7059,1.0
7060,0.0
7061,1.0
7062,0.0
7063,1.0
7064,1.0
7065,1.0
7066,1.0
7067,1.0
7068,1.0
7069,1.0
7070,1.0
7071,1.0
7072,0.0
7073,1.0
7074,1.0
7075,1.0
7076,1.0
7077,1.0
7078,0.0
7079,1.0
7080,0.0
7081,0.0
7082,1.0
7083,1.0
7084,0.0
7085,1.0
7086,1.0
7087,1.0
7088,1.0
7089,1.0
7090,1.0
7091,1.0
7092,0.0
7093,1.0
7094,1.0
7095,0.0
7096,0.0
7097,1.0
7098,1.0
7099,1.0
7100,0.0
7101,1.0
7102,0.0
7103,1.0
7104,1.0
7105,1.0
7106,1.0
7107,1.0
7108,1.0
7109,1.0
7110,0.0
7111,1.0
7112,0.0
7113,1.0
7114,0.0
7115,1.0
7116,1.0
7117,1.0
7118,1.0
7119,0.0
7120,1.0
7121,1.0
7122,1.0
7123,1.0
7124,0.0
7125,1.0
7126,1.0
7127,1.0
7128,1.0
7129,0.0
7130,1.0
7131,1.0
7132,1.0
7133,1.0
7134,1.0
7135,1.0
7136,0.0
7137,1.0
7138,0.0
7139,1.0
7140,0.0
7141,0.0
7142,0.0
7143,1.0
7144,0.0
7145,1.0
7146,1.0
7147,1.0
7148,1.0
7149,1.0
7150,1.0
7151,1.0
7152,1.0
7153,0.0
7154,0.0
7155,1.0
7156,1.0
7157,1.0
7158,1.0
7159,1.0
7160,0.0
7161,1.0
7162,1.0
7163,1.0
7164,1.0
7165,1.0
7166,0.0
7167,1.0
7168,1.0
7169,1.0
7170,1.0
7171,1.0
7172,1.0
7173,0.0
7174,1.0
7175,0.0
7176,1.0
7177,1.0
7178,1.0
7179,1.0
7180,1.0
7181,0.0
7182,1.0
7183,0.0
7184,1.0
7185,1.0
7186,1.0
7187,0.0
7188,1.0
7189,1.0
7190,1.0
7191,1.0
7192,0.0
7193,1.0
7194,0.0
7195,1.0
7196,1.0
7197,0.0
7198,1.0
7199,0.0
7200,1.0
7201,1.0
7202,0.0
7203,0.0
7204,0.0
7205,0.0
7206,1.0
7207,1.0
7208,1.0
7209,0.0
7210,0.0
7211,1.0
7212,1.0
7213,1.0
7214,0.0
7215,0.0
7216,0.0
7217,1.0
7218,1.0
7219,0.0
7220,1.0
7221,1.0
7222,1.0
7223,0.0
7224,1.0
7225,1.0
7226,1.0
7227,1.0
7228,1.0
7229,1.0
7230,0.0
7231,1.0
7232,1.0
7233,1.0
7234,1.0
7235,1.0
